TimeGenerated [Local Time],ContainerImage_s,ContainerName_s,RevisionName_s,Log_s
"1/11/2026, 오전 3:11:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:11:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:11, price=90,497.10, rsi=23.83, rsi_rt=23.91, position=0.2390, balance=4,415.02, pnl=-9.82 | {'rsi_period': 14, 'bar_close': 90497.1, 'total_equity': 4405.20323988986}"
"1/11/2026, 오전 3:10:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:10:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:10, price=90,497.00, rsi=23.97, rsi_rt=23.83, position=0.2390, balance=4,415.02, pnl=-9.85 | {'rsi_period': 14, 'bar_close': 90497.0, 'total_equity': 4405.179339889858}"
"1/11/2026, 오전 3:09:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:09:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:09, price=90,497.70, rsi=24.00, rsi_rt=24.00, position=0.2390, balance=4,415.02, pnl=-9.68 | {'rsi_period': 14, 'bar_close': 90497.7, 'total_equity': 4405.346639889858}"
"1/11/2026, 오전 3:08:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:08:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:08, price=90,497.70, rsi=23.86, rsi_rt=24.00, position=0.2390, balance=4,415.02, pnl=-9.68 | {'rsi_period': 14, 'bar_close': 90497.7, 'total_equity': 4405.346639889858}"
"1/11/2026, 오전 3:07:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:07:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:07, price=90,497.60, rsi=22.44, rsi_rt=23.92, position=0.2390, balance=4,415.02, pnl=-9.70 | {'rsi_period': 14, 'bar_close': 90497.6, 'total_equity': 4405.32273989}"
"1/11/2026, 오전 3:06:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:06:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:06, price=90,494.80, rsi=30.25, rsi_rt=22.35, position=0.2390, balance=4,415.02, pnl=-10.37 | {'rsi_period': 14, 'bar_close': 90494.8, 'total_equity': 4404.6535398898595}"
"1/11/2026, 오전 3:05:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:05:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:05, price=90,528.30, rsi=31.30, rsi_rt=30.31, position=0.2390, balance=4,415.02, pnl=-2.36 | {'rsi_period': 14, 'bar_close': 90528.3, 'total_equity': 4412.660039889859}"
"1/11/2026, 오전 3:04:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:04:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:04, price=90,531.20, rsi=34.87, rsi_rt=31.21, position=0.2390, balance=4,415.02, pnl=-1.67 | {'rsi_period': 14, 'bar_close': 90531.2, 'total_equity': 4413.353139889858}"
"1/11/2026, 오전 3:03:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:03:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:03, price=90,542.30, rsi=32.01, rsi_rt=34.87, position=0.2390, balance=4,415.02, pnl=0.98 | {'rsi_period': 14, 'bar_close': 90542.3, 'total_equity': 4416.0060398898595}"
"1/11/2026, 오전 3:02:50",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:02:49 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:02, price=90,538.00, rsi=32.04, rsi_rt=32.01, position=0.2390, balance=4,415.02, pnl=-0.05 | {'rsi_period': 14, 'bar_close': 90538.0, 'total_equity': 4414.978339889859}"
"1/11/2026, 오전 3:02:08",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:02:06 - llmtrader.live - INFO - ORDER_FILLED | symbol=BTCUSDT, orderId=11571011894, side=BUY, type=MARKET(Taker), event=ENTRY, pos=+0.0000->+0.2390, pos_usd=$0.00->$21,638.61, price=90,538.10, rsi(14)=32.04, rsi_rt=32.04, commission=8.6555 (rate=0.04%), reason=Entry Long (25.3 -> 32.0) | {'entry_rsi': None, 'exit_rsi': None}"
"1/11/2026, 오전 3:01:49",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:01:49 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:01, price=90,538.10, rsi=25.31, rsi_rt=32.04, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90538.1, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 3:00:50",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 18:00:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T18:00, price=90,527.90, rsi=10.95, rsi_rt=25.31, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90527.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:59:50",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:59:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:59, price=90,509.30, rsi=5.28, rsi_rt=10.33, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90509.3, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:58:49",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:58:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:58, price=90,507.10, rsi=7.47, rsi_rt=5.45, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90507.1, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:57:49",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:57:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:57, price=90,534.80, rsi=7.58, rsi_rt=7.58, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90534.8, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:56:48",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:56:47 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:56, price=90,534.90, rsi=8.07, rsi_rt=7.59, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90534.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:55:48",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:55:47 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:55, price=90,540.00, rsi=8.28, rsi_rt=8.09, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90540.0, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:54:48",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:54:47 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:54, price=90,543.10, rsi=8.28, rsi_rt=9.52, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90543.1, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:53:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:53:46 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:53, price=90,546.00, rsi=6.48, rsi_rt=12.12, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90546.0, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:52:48",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:52:46 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:52, price=90,540.00, rsi=8.17, rsi_rt=6.48, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90540.0, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:51:46",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:51:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:51, price=90,562.40, rsi=8.36, rsi_rt=8.35, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90562.4, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:50:45",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:50:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:50, price=90,562.50, rsi=9.06, rsi_rt=8.36, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90562.5, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:49:45",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:49:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:49, price=90,569.40, rsi=9.07, rsi_rt=9.06, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90569.4, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:48:45",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:48:43 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:48, price=90,569.50, rsi=9.07, rsi_rt=9.07, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90569.5, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:47:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:47:42 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:47, price=90,569.50, rsi=18.50, rsi_rt=9.07, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90569.5, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:46:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:46:42 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:46, price=90,621.90, rsi=18.53, rsi_rt=18.53, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90621.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:45:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:45:42 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:45, price=90,621.90, rsi=18.39, rsi_rt=18.53, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90621.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:44:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:44:42 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:44, price=90,621.90, rsi=18.39, rsi_rt=18.52, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90621.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:43:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:43:41 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:43, price=90,621.80, rsi=19.28, rsi_rt=18.39, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90621.8, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:42:42",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:42:41 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:42, price=90,624.90, rsi=19.28, rsi_rt=19.28, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90624.9, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:41:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:41:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:41, price=90,625.00, rsi=24.21, rsi_rt=19.31, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90625.0, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:40:42",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:40:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:40, price=90,640.10, rsi=24.21, rsi_rt=24.21, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90640.1, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:39:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:39:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:39, price=90,640.20, rsi=26.10, rsi_rt=24.24, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90640.2, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:38:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:38:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:38, price=90,645.20, rsi=29.68, rsi_rt=26.14, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90645.2, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:37:42",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:37:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:37, price=90,653.40, rsi=27.91, rsi_rt=29.68, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90653.4, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:36:40",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:36:39 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:36, price=90,651.70, rsi=25.85, rsi_rt=27.81, position=0.0000, balance=4,423.68, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90651.7, 'total_equity': 4423.68019125}"
"1/11/2026, 오전 2:36:06",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:36:04 - llmtrader.live - INFO - ORDER_FILLED | symbol=BTCUSDT, orderId=N/A, side=BUY, type=LIMIT(Maker), event=EXIT, pos=-0.2400->+0.0000, pos_usd=$-21,756.00->$0.00, price=90,650.00, rsi(14)=25.85, rsi_rt=25.97, pnl=+0.00, pnl_after_fee=-4.35, commission=4.3512 (rate=0.02%), reason=RSI Exit Short (33.7 -> 25.9) | {'entry_rsi': None, 'exit_rsi': None}"
"1/11/2026, 오전 2:35:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:35:39 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:35, price=90,665.40, rsi=33.70, rsi_rt=32.98, position=-0.2400, balance=4,436.48, pnl=-8.11 | {'rsi_period': 14, 'bar_close': 90665.4, 'total_equity': 4428.369397890001}"
"1/11/2026, 오전 2:34:40",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:34:39 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:34, price=90,666.60, rsi=33.70, rsi_rt=33.70, position=-0.2400, balance=4,436.48, pnl=-8.40 | {'rsi_period': 14, 'bar_close': 90666.6, 'total_equity': 4428.081397889998}"
"1/11/2026, 오전 2:33:39",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:33:38 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:33, price=90,708.10, rsi=36.38, rsi_rt=60.78, position=-0.2400, balance=4,436.48, pnl=-18.36 | {'rsi_period': 14, 'bar_close': 90708.1, 'total_equity': 4418.121397889998}"
"1/11/2026, 오전 2:32:39",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:32:38 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:32, price=90,708.10, rsi=79.66, rsi_rt=81.09, position=-0.2400, balance=4,436.48, pnl=-18.36 | {'rsi_period': 14, 'bar_close': 90708.1, 'total_equity': 4418.121397889998}"
"1/11/2026, 오전 2:31:39",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:31:37 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:31, price=90,708.20, rsi=85.09, rsi_rt=85.25, position=-0.2400, balance=4,436.48, pnl=-18.38 | {'rsi_period': 14, 'bar_close': 90708.2, 'total_equity': 4418.09739789}"
"1/11/2026, 오전 2:30:39",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:30:37 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:30, price=90,708.00, rsi=85.36, rsi_rt=85.36, position=-0.2400, balance=4,436.48, pnl=-18.33 | {'rsi_period': 14, 'bar_close': 90708.0, 'total_equity': 4418.14539789}"
"1/11/2026, 오전 2:29:38",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:29:37 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:29, price=90,707.90, rsi=85.32, rsi_rt=85.32, position=-0.2400, balance=4,436.48, pnl=-18.31 | {'rsi_period': 14, 'bar_close': 90707.9, 'total_equity': 4418.169397890001}"
"1/11/2026, 오전 2:28:37",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:28:36 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:28, price=90,707.90, rsi=85.32, rsi_rt=85.32, position=-0.2400, balance=4,436.48, pnl=-18.31 | {'rsi_period': 14, 'bar_close': 90707.9, 'total_equity': 4418.169397890001}"
"1/11/2026, 오전 2:27:38",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:27:36 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:27, price=90,708.00, rsi=85.32, rsi_rt=85.36, position=-0.2400, balance=4,436.48, pnl=-18.33 | {'rsi_period': 14, 'bar_close': 90708.0, 'total_equity': 4418.145397890001}"
"1/11/2026, 오전 2:26:36",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:26:35 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:26, price=90,708.00, rsi=85.32, rsi_rt=85.36, position=-0.2400, balance=4,436.48, pnl=-18.33 | {'rsi_period': 14, 'bar_close': 90708.0, 'total_equity': 4418.14539789}"
"1/11/2026, 오전 2:25:36",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:25:34 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:25, price=90,705.10, rsi=82.23, rsi_rt=84.36, position=-0.2400, balance=4,436.48, pnl=-17.64 | {'rsi_period': 14, 'bar_close': 90705.1, 'total_equity': 4418.841397889998}"
"1/11/2026, 오전 2:24:35",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:24:34 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:24, price=90,700.00, rsi=82.19, rsi_rt=82.23, position=-0.2400, balance=4,436.48, pnl=-16.41 | {'rsi_period': 14, 'bar_close': 90700.0, 'total_equity': 4420.065397889999}"
"1/11/2026, 오전 2:23:34",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:23:33 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:23, price=90,699.90, rsi=82.19, rsi_rt=82.19, position=-0.2400, balance=4,436.48, pnl=-16.39 | {'rsi_period': 14, 'bar_close': 90699.9, 'total_equity': 4420.089397890001}"
"1/11/2026, 오전 2:22:35",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:22:33 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:22, price=90,699.90, rsi=82.37, rsi_rt=82.19, position=-0.2400, balance=4,436.48, pnl=-16.39 | {'rsi_period': 14, 'bar_close': 90699.9, 'total_equity': 4420.089397890001}"
"1/11/2026, 오전 2:21:35",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:21:33 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:21, price=90,699.90, rsi=82.33, rsi_rt=82.33, position=-0.2400, balance=4,436.48, pnl=-16.39 | {'rsi_period': 14, 'bar_close': 90699.9, 'total_equity': 4420.089397890001}"
"1/11/2026, 오전 2:20:34",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:20:32 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:20, price=90,694.20, rsi=79.48, rsi_rt=80.25, position=-0.2400, balance=4,436.48, pnl=-15.02 | {'rsi_period': 14, 'bar_close': 90694.2, 'total_equity': 4421.45739789}"
"1/11/2026, 오전 2:19:33",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:19:32 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:19, price=90,692.20, rsi=77.46, rsi_rt=79.40, position=-0.2400, balance=4,436.48, pnl=-14.54 | {'rsi_period': 14, 'bar_close': 90692.2, 'total_equity': 4421.93739789}"
"1/11/2026, 오전 2:18:32",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:18:31 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:18, price=90,678.70, rsi=72.20, rsi_rt=72.26, position=-0.2400, balance=4,436.48, pnl=-11.30 | {'rsi_period': 14, 'bar_close': 90678.7, 'total_equity': 4425.17739789}"
"1/11/2026, 오전 2:17:33",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:17:32 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:17, price=90,678.60, rsi=72.36, rsi_rt=72.20, position=-0.2400, balance=4,436.48, pnl=-11.29 | {'rsi_period': 14, 'bar_close': 90678.6, 'total_equity': 4425.190587890001}"
"1/11/2026, 오전 2:16:33",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:16:31 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:16, price=90,678.70, rsi=72.30, rsi_rt=72.36, position=-0.2400, balance=4,436.48, pnl=-11.30 | {'rsi_period': 14, 'bar_close': 90678.7, 'total_equity': 4425.17739789}"
"1/11/2026, 오전 2:15:33",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:15:31 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:15, price=90,678.70, rsi=72.45, rsi_rt=72.45, position=-0.2400, balance=4,436.48, pnl=-11.30 | {'rsi_period': 14, 'bar_close': 90678.7, 'total_equity': 4425.17739789}"
"1/11/2026, 오전 2:14:32",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 17:14:31 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T17:14, price=90,671.60, rsi=68.28, rsi_rt=68.13, position=-0.2400, balance=4,436.48, pnl=-9.60 | {'rsi_period': 14, 'bar_close': 90671.6, 'total_equity': 4426.881397889998}"
